ml_movieId;ml_title;ml_genres;Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;ml_year;totalSeasons
544;Striking Distance;Action;Striking Distance;1993;R;17 Sep 1993;102 min;Action, Crime, Mystery;Rowdy Herrington;Rowdy Herrington, Marty Kaplan;Bruce Willis, Sarah Jessica Parker, Dennis Farina;Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.;English;United States;;https://m.media-amazon.com/images/M/MV5BMTQzMDEwMTc5N15BMl5BanBnXkFtZTgwMzczNjQxMTE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '36/100'}];36.0;5.8;43,991;tt0108238;movie;14 Jul 1998;$24,107,867;;;True;1993;
545;Harlem;Drama;Harlem Honies;1993;;;105 min;Adult;Jean Valjean;;;;English;USA;;;[];;;;tt0139340;movie;;;;;True;1993;
546;Super Mario Bros.;Action|Adventure|Children's|Sci-Fi;Super Mario Bros.;1993;PG;28 May 1993;104 min;Adventure, Comedy, Family;Annabel Jankel, Rocky Morton;Parker Bennett, Terry Runte, Ed Solomon;Bob Hoskins, John Leguizamo, Dennis Hopper;Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.;English;United Kingdom, United States, Japan, France;2 nominations;https://m.media-amazon.com/images/M/MV5BZGVmZTUyZDAtYjg0MC00NmE5LWE2OTAtM2FjNGI1NWUyMzE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '35/100'}];35.0;4.1;56,742;tt0108255;movie;03 Jun 2003;$20,915,465;;;True;1993;
547;Surviving the Game;Action|Adventure|Thriller;Surviving the Game;1994;R;15 Apr 1994;96 min;Action, Adventure, Crime;Ernest R. Dickerson;Eric Bernt;Rutger Hauer, Ice-T, Charles S. Dutton;A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BYWVhODdmOTYtODU0Ny00NTAxLWI4MjItMzIwNTE1MmIyMWVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}];41.0;6.2;12,344;tt0111323;movie;21 Dec 1999;$7,727,256;;;True;1994;
548;Terminal Velocity;Action;Terminal Velocity;1994;PG-13;23 Sep 1994;102 min;Action, Mystery, Romance;Deran Sarafian;David Twohy;Charlie Sheen, Nastassja Kinski, James Gandolfini;A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.;English;United States, Canada, Japan;;https://m.media-amazon.com/images/M/MV5BZGQxMTQ0ZjQtOTVmYi00N2ViLTg2NzItZmZjMGE2NmFlM2I4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}];;5.5;14,166;tt0111400;movie;28 Aug 2001;$16,487,349;;;True;1994;
549;Thirty-Two Short Films About Glenn Gould;Documentary;Thirty Two Short Films About Glenn Gould;1993;Not Rated;26 Nov 1993;98 min;Biography, Drama, Music;François Girard;François Girard, Don McKellar, Glenn Gould;Colm Feore, Derek Keurvorst, Katya Ladan;A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.;English, French;Canada, Netherlands, Portugal, Finland;7 wins & 4 nominations;https://m.media-amazon.com/images/M/MV5BZWQxMzU0NTQtNzFjNi00MWEwLWEyOTEtZGU0OTMwODIyMjE4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}];;7.3;3,827;tt0108328;movie;10 Apr 2012;$1,319,521;;;True;1993;
550;Threesome;Comedy|Romance;Threesome;1994;R;08 Apr 1994;93 min;Comedy, Drama, Romance;Andrew Fleming;Andrew Fleming;Lara Flynn Boyle, Josh Charles, Stephen Baldwin;A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?;English;United States;;https://m.media-amazon.com/images/M/MV5BM2E1MjU5ZmUtYzJkMC00NDM2LTk1MjctMGY3ZGU4ZGNkNWFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}];;6.3;13,336;tt0111418;movie;01 Apr 2010;$14,815,317;;;True;1994;
551;The Nightmare Before Christmas;Children's|Comedy|Musical;The Nightmare Before Christmas;1993;PG;29 Oct 1993;76 min;Animation, Family, Fantasy;Henry Selick;Tim Burton, Michael McDowell, Caroline Thompson;Danny Elfman, Chris Sarandon, Catherine O'Hara;Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.;English;United States;Nominated for 1 Oscar. 6 wins & 17 nominations total;https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}];82.0;7.9;349,485;tt0107688;movie;03 Oct 2000;$77,368,668;;;True;1993;
552;The Three Musketeers;Action|Adventure|Comedy;The Three Musketeers;1993;PG;12 Nov 1993;105 min;Action, Adventure, Romance;Stephen Herek;Alexandre Dumas, David Loughery;Charlie Sheen, Kiefer Sutherland, Chris O'Donnell;France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country.;English;United Kingdom, Austria, United States;2 wins & 3 nominations;https://m.media-amazon.com/images/M/MV5BMzc4OTJlMTgtMWE5MC00MDRlLWE2MDQtYTI4ZTAzNzUyZjM2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '43/100'}];43.0;6.4;56,560;tt0108333;movie;03 Sep 2002;$53,898,845;;;True;1993;
553;Tombstone;Western;Tombstone;1993;R;25 Dec 1993;130 min;Biography, Drama, History;George P. Cosmatos, Kevin Jarre;Kevin Jarre;Kurt Russell, Val Kilmer, Sam Elliott;A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.;English, Latin, Spanish;United States;2 nominations;https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '50/100'}];50.0;7.8;153,400;tt0108358;movie;01 Dec 1998;$56,505,065;;;True;1993;
554;Trial by Jury;Thriller;Trial by Jury;1994;R;09 Sep 1994;107 min;Crime, Drama, Thriller;Heywood Gould;Jordan Katz, Heywood Gould;Joanne Whalley, Armand Assante, Gabriel Byrne;Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.;English;United States;;https://m.media-amazon.com/images/M/MV5BMjgyMjYxYzMtOTY4Zi00ZjYxLThkNmEtZmY1NWExZDJjMWU3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}];;5.4;1,972;tt0111488;movie;04 Oct 2019;$6,971,777;Warner Bros.;;True;1994;
555;True Romance;Action|Crime|Romance;True Romance;1993;R;10 Sep 1993;119 min;Crime, Drama, Romance;Tony Scott;Quentin Tarantino, Roger Avary;Christian Slater, Patricia Arquette, Dennis Hopper;In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.;English, Italian;United States, France;1 win & 10 nominations;https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '59/100'}];59.0;7.9;231,741;tt0108399;movie;15 May 2007;$12,281,551;;;True;1993;
556;The War Room;Documentary;The War Room;1993;PG;01 Jan 1994;96 min;Documentary, History;Chris Hegedus, D.A. Pennebaker;;James Carville, George Stephanopoulos, Heather Beckel;A documentary of the Bill Clinton 1992 presidential campaign and the organization who ran it.;English;United States;Nominated for 1 Oscar. 6 wins & 3 nominations total;https://m.media-amazon.com/images/M/MV5BNzU4NThlNmUtMDdiMi00NzgyLTk4MTQtZTI0NjQ2OTg0ZDFjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}];78.0;7.4;4,304;tt0108515;movie;20 Mar 2012;$901,668;October Films;;True;1993;
557;Mamma Roma;Drama;Mamma Roma;1962;Not Rated;18 Jan 1965;110 min;Drama;Pier Paolo Pasolini;Pier Paolo Pasolini;Anna Magnani, Ettore Garofolo, Franco Citti;Having renounced her ignominious past, a former streetwalker reunites with her son, but an extortion scheme endangers her aspirations for a decent bourgeois life. Can she protect him from the same snares that wounded her youth?;Italian;Italy;2 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BNDA0OGY4NjktODAwYy00YjE4LTk5OWMtNTIyMzY4ZWExNjM1XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}];;7.8;9,873;tt0056215;movie;22 Jun 2004;;;;True;1962;
558;The Pagemaster;Action|Adventure|Animation|Children's|Fantasy;The Pagemaster;1994;G;23 Nov 1994;80 min;Animation, Adventure, Comedy;Pixote Hunt, Joe Johnston;David Kirschner, David Casci, Ernie Contreras;Macaulay Culkin, Christopher Lloyd, Kanin Howell;A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return t...;English;United States;5 nominations;https://m.media-amazon.com/images/M/MV5BZmJjNmY5MmEtMWVmOS00N2UyLWFmZWQtZjkyNDg5NzdjNGMyXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}];;6.1;24,301;tt0110763;movie;28 May 2002;$13,670,688;;;True;1994;
562;Welcome to the Dollhouse;Comedy|Drama;Welcome to the Dollhouse;1995;R;24 May 1996;88 min;Comedy, Drama;Todd Solondz;Todd Solondz;Heather Matarazzo, Christina Brucato, Victoria Davis;An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.;English;United States;4 wins & 17 nominations;https://m.media-amazon.com/images/M/MV5BOGE0N2U2YzItM2NmNy00YTE1LWE1ZjktNWRlMWFhYTQzNzgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}];83.0;7.4;35,610;tt0114906;movie;03 Aug 1999;$4,569,019;;;True;1995;
563;Germinal;Drama;Germinal;1993;R;31 Mar 1994;160 min;Drama, Romance;Claude Berri;Émile Zola, Claude Berri, Arlette Langmann;Renaud, Gérard Depardieu, Miou-Miou;In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them.;French;France, Belgium, Italy;2 wins & 11 nominations;https://m.media-amazon.com/images/M/MV5BMjViOGU4ZjctMjQ1Mi00MzliLTk2ZDgtYWU3ZGZlMjNjNGMzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}];;7.1;5,460;tt0107002;movie;20 Feb 2012;;;;True;1993;
564;Chasers;Comedy;Chasers;1994;R;22 Apr 1994;102 min;Action, Comedy, Drama;Dennis Hopper;Joe Batteer, John Rice, Dan Gilroy;Tom Berenger, Erika Eleniak, William McNamara;A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.;English;United States;;https://m.media-amazon.com/images/M/MV5BZWYzOTc5NmMtOTk1ZC00YTc3LThkMTEtMjVkMjdiYWQ1OWI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '44/100'}];44.0;5.1;6,821;tt0109403;movie;13 May 2019;$1,596,687;;;True;1994;
565;Cronos;Horror;Cronos;1992;R;01 May 1994;94 min;Drama, Fantasy, Horror;Guillermo del Toro;Guillermo del Toro;Federico Luppi, Ron Perlman, Claudio Brook;A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path.;Spanish, English;Mexico;23 wins & 13 nominations;https://m.media-amazon.com/images/M/MV5BNzBjOWUxMTItYWY1OC00Zjg5LTlhYWMtMjI3YjUyMjVkMWFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '70/100'}];70.0;6.7;31,482;tt0104029;movie;11 Mar 2008;$621,392;;;True;1992;
567;Kika;Drama;Kika;1993;Unrated;06 May 1994;114 min;Comedy;Pedro Almodóvar;Pedro Almodóvar;Peter Coyote, Verónica Forqué, Victoria Abril;Kika, a cute cosmetologist, prepares Ramon for funeral when he revives. He proposes to the much older Kika who has his dad as lover. Did Ramon's dad murder his mom? What about the escaped rapist and the PSYCHOlogist video reporter?;Spanish;Spain, France;5 wins & 9 nominations;https://m.media-amazon.com/images/M/MV5BMzMyZGVmYjYtZjU0Yy00NzllLThiMmItNGRhYzk0ODdlYzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '53/100'}];53.0;6.5;14,364;tt0107315;movie;01 Aug 2016;$2,019,581;;;True;1993;
568;Bhaji on the Beach;Comedy|Drama;Bhaji on the Beach;1993;R;01 May 1994;101 min;Adventure, Comedy, Drama;Gurinder Chadha;Gurinder Chadha, Meera Syal;Kim Vithana, Jimmi Harkishin, Sarita Khajuria;A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The events of the day lead them to better mutual understanding and solidarity.;English, Punjabi;United Kingdom;Nominated for 1 BAFTA Award3 wins & 4 nominations total;https://m.media-amazon.com/images/M/MV5BMTYyNTM0Mzk3MF5BMl5BanBnXkFtZTcwNDAzMTgxMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}];;6.3;1,173;tt0106408;movie;19 Jan 2017;$734,634;;;True;1993;
569;Little Big League;Children's|Comedy;Little Big League;1994;PG;29 Jun 1994;119 min;Comedy, Family, Sport;Andrew Scheinman;Gregory K. Pincus, Adam Scheinman;Luke Edwards, Timothy Busfield, John Ashton;A young boy is bequeathed the ownership of a professional baseball team.;English;United States;2 nominations;https://m.media-amazon.com/images/M/MV5BNTEwZjYyMTEtNzk2NS00MDdhLWE0MzYtMzMyMzBlZGQ2ZTBjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '57/100'}];57.0;6.1;11,095;tt0110363;movie;03 Sep 2002;$12,267,790;;;True;1994;
572;Foreign Student;Drama;Foreign Student;1994;R;29 Jul 1994;90 min;Drama;Eva Sereny;Philippe Labro, Menno Meyjes;Robin Givens, Marco Hofschneider, Rick Johnson;A French football playing exchange student falls in love.;English;Netherlands, United States, France, Italy, United Kingdom;;https://m.media-amazon.com/images/M/MV5BYTk4Y2VjYmItYjIxMi00ODkzLTk1ODItNDZkNWM5ZTdhNzY2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}];;5.8;336;tt0109828;movie;03 Apr 2012;$113,727;;;True;1994;
574;Spanking the Monkey;Comedy|Drama;Spanking the Monkey;1994;Unrated;15 Jul 1994;100 min;Comedy, Drama;David O. Russell;David O. Russell;Jeremy Davies, Alberta Watson, Benjamin Hendrickson;A med student is forced by his traveling salesman dad to cancel a top summer internship and look after his hot mom, who's bedridden with a broken leg. Applying lotion to her legs arouses him.;English;United States;3 wins & 5 nominations;https://m.media-amazon.com/images/M/MV5BYTcxZTlhY2MtMmI4Ni00NTQxLTllMDItZDVlYmUxZTI0MTIwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '66/100'}];66.0;6.3;6,525;tt0111252;movie;06 Dec 2005;$1,359,736;;;True;1994;
575;The Little Rascals;Children's|Comedy;The Little Rascals;1994;PG;05 Aug 1994;82 min;Comedy, Family, Romance;Penelope Spheeris;Penelope Spheeris, Robert Wolterstorff, Mike Scott;Travis Tedford, Bug Hall, Brittany Ashton Holmes;"Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.";English;United States;2 wins;https://m.media-amazon.com/images/M/MV5BM2JlNzMzM2MtY2M0Mi00ZjcxLWFkOTYtYzk1ZTY4MDA2NjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '45/100'}];45.0;6.3;52,144;tt0110366;movie;30 Apr 2004;$52,125,282;;;True;1994;
576;Fausto;Comedy;A Cidade de Fausto;1993;;;90 min;Drama;;Carlos Pessoa (play);;;Portuguese;Portugal;;;[];;;;tt1653993;movie;;;;;True;1993;
577;Andre;Adventure|Children's;Andre;1994;PG;17 Aug 1994;94 min;Adventure, Drama, Family;George Miller;Harry Goodridge, Lew Dietz, Dana Baratta;Tina Majorino, Keith Carradine, Chelsea Field;The true story of how a seal named Andre befriended a little girl named Toni and her family in 1962.;English;United States;4 nominations;https://m.media-amazon.com/images/M/MV5BMTAxYTA3NzktYjlhYy00N2NlLTg0YjQtNzA1MTFkODhlODEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}];;5.7;6,991;tt0109120;movie;12 Mar 2002;$16,820,893;;;True;1994;
579;La Scorta;Thriller;La scorta;1993;Not Rated;08 Jul 1994;96 min;Action, Crime, Drama;Ricky Tognazzi;Graziano Diana, Simona Izzo, Stefano Sudriè;Carlo Cecchi, Enrico Lo Verso, Claudio Amendola;A dedicated, tightly-knit group of bodyguards take on additional duties while safeguarding an honest judge designated to investigate official corruption in Sicily.;Italian;Italy;6 wins & 12 nominations;https://m.media-amazon.com/images/M/MV5BNjc0MGM3MzYtY2RiZC00ZGFkLTkwYTEtZTAzYjNiODhhZDJkXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '58/100'}];58.0;6.6;917;tt0108059;movie;16 Aug 2011;$147,107;;;True;1993;
580;Princess Caraboo;Drama;Princess Caraboo;1994;PG;16 Sep 1994;97 min;Comedy, Drama, History;Michael Austin;Michael Austin, John Wells;Phoebe Cates, Jim Broadbent, Wendy Hughes;A mysterious young woman speaking a strange language shows up in an English village, where she is taken in by aristocrats who assume she is a foreign princess;English;United Kingdom;;https://m.media-amazon.com/images/M/MV5BZmYwNTA4N2ItN2ExMi00MDg0LWJhOTYtMTg3ZjY2ZWRiODZmXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}];;6.0;2,819;tt0110892;movie;15 Mar 2020;$3,062,530;TriStar Pictures;;True;1994;
581;The Celluloid Closet;Documentary;The Celluloid Closet;1995;R;15 Mar 1996;102 min;Documentary, History;Rob Epstein, Jeffrey Friedman;Vito Russo, Rob Epstein, Jeffrey Friedman;Lily Tomlin, Tony Curtis, Susie Bright;A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.;English;France, United Kingdom, Germany, United States;Nominated for 5 Primetime Emmys. 7 wins & 9 nominations total;https://m.media-amazon.com/images/M/MV5BZTAzZjQ1ZDktMmZlYS00MTMxLWI4ZWYtM2I0Mjg5OTQ1Y2IzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}];;7.8;7,180;tt0112651;movie;29 May 2001;$1,400,591;Columbia TriStar Home Video, Sony Pictures Classics;;True;1995;
585;The Brady Bunch Movie;Comedy;The Brady Bunch Movie;1995;PG-13;17 Feb 1995;90 min;Comedy;Betty Thomas;Sherwood Schwartz, Laurice Elehwany, Rick Copp;Shelley Long, Gary Cole, Christine Taylor;The original 1970s TV family is now placed in the 1990s, where they're even more square and out of place than ever.;English;United States;3 nominations;https://m.media-amazon.com/images/M/MV5BNmVmYzkzY2YtZWNkNC00YzVhLTk4MzYtZWMxZWQ0YzBhZmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '54/100'}];54.0;6.2;23,266;tt0112572;movie;10 Jun 2003;$46,576,136;;;True;1995;
586;Home Alone;Children's|Comedy;Home Alone;1990;PG;16 Nov 1990;103 min;Comedy, Family;Chris Columbus;John Hughes;Macaulay Culkin, Joe Pesci, Daniel Stern;An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve.;English;United States;Nominated for 2 Oscars. 11 wins & 6 nominations total;https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}];63.0;7.7;600,107;tt0099785;movie;07 Dec 2004;$285,761,243;;;True;1990;
587;Ghost;Comedy|Romance|Thriller;Ghost;1990;PG-13;13 Jul 1990;127 min;Drama, Fantasy, Romance;Jerry Zucker;Bruce Joel Rubin;Patrick Swayze, Demi Moore, Whoopi Goldberg;After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.;English;United States;Won 2 Oscars. 18 wins & 23 nominations total;https://m.media-amazon.com/images/M/MV5BMmE4ZjI3YzctNjM0YS00MjBlLWFmYjItNDRiNTk0ZmRkYjVjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '52/100'}];52.0;7.1;223,487;tt0099653;movie;24 Apr 2001;$217,631,306;;;True;1990;
588;Aladdin;Animation|Children's|Comedy|Musical;Aladdin;1992;G;25 Nov 1992;90 min;Animation, Adventure, Comedy;Ron Clements, John Musker;Ron Clements, John Musker, Ted Elliott;Scott Weinger, Robin Williams, Linda Larkin;A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.;English;United States, Japan;Won 2 Oscars. 34 wins & 22 nominations total;https://m.media-amazon.com/images/M/MV5BZTg5ZTVmM2EtZjdhZC00MzBjLWEwZTYtNWIwZDczYzZkMzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '86/100'}];86.0;8.0;431,684;tt0103639;movie;13 Oct 2015;$217,350,219;;;True;1992;
589;Terminator 2: Judgment Day;Action|Sci-Fi|Thriller;Terminator 2: Judgment Day;1991;R;03 Jul 1991;137 min;Action, Sci-Fi;James Cameron;James Cameron, William Wisher;Arnold Schwarzenegger, Linda Hamilton, Edward Furlong;A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her 10-year old son John from an even more advanced and powerful cyborg.;English, Spanish;United States;Won 4 Oscars. 37 wins & 33 nominations total;https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '75/100'}];75.0;8.6;1,114,693;tt0103064;movie;13 Feb 2007;$205,881,154;;;True;1991;
