ml_movieId;ml_title;ml_genres;Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;ml_year;totalSeasons
594;Snow White and the Seven Dwarfs;Animation|Children's|Musical;Snow White and the Seven Dwarfs;1937;Approved;04 Feb 1938;83 min;Animation, Adventure, Family;William Cottrell, David Hand, Wilfred Jackson;Jacob Grimm, Wilhelm Grimm, Ted Sears;Adriana Caselotti, Harry Stockwell, Lucille La Verne;Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.;English;United States;Nominated for 1 Oscar. 11 wins & 6 nominations total;https://m.media-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Metacritic', 'Value': '96/100'}];96.0;7.6;204,162;tt0029583;movie;27 Mar 2007;$184,925,486;;;True;1937;
595;Beauty and the Beast;Animation|Children's|Musical;Beauty and the Beast;1991;G;22 Nov 1991;84 min;Animation, Family, Fantasy;Gary Trousdale, Kirk Wise;Linda Woolverton, Brenda Chapman, Chris Sanders;Paige O'Hara, Robby Benson, Jesse Corti;A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.;English, French;United States, Japan;Won 2 Oscars. 33 wins & 32 nominations total;https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '95/100'}];95.0;8.0;461,510;tt0101414;movie;06 Aug 2002;$218,967,620;;;True;1991;
596;Pinocchio;Animation|Children's;Pinocchio;1940;G;23 Feb 1940;88 min;Animation, Adventure, Comedy;Norman Ferguson, T. Hee, Wilfred Jackson;Carlo Collodi, Ted Sears, Otto Englander;Dickie Jones, Christian Rub, Mel Blanc;A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.;English;United States;Won 2 Oscars. 7 wins total;https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '99/100'}];99.0;7.5;151,339;tt0032910;movie;03 Dec 2002;$84,254,167;;;True;1940;
597;Pretty Woman;Comedy|Romance;Pretty Woman;1990;R;23 Mar 1990;119 min;Comedy, Romance;Garry Marshall;J.F. Lawton;Richard Gere, Julia Roberts, Jason Alexander;A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.;English;United States;Nominated for 1 Oscar. 8 wins & 11 nominations total;https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '51/100'}];51.0;7.1;334,379;tt0100405;movie;30 Aug 2005;$178,406,268;;;True;1990;
599;The Wild Bunch;Western;The Wild Bunch;1969;R;19 Jun 1969;135 min;Action, Adventure, Western;Sam Peckinpah;Walon Green, Sam Peckinpah, Roy N. Sickner;William Holden, Ernest Borgnine, Robert Ryan;"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.";English, Spanish, German;United States;Nominated for 2 Oscars. 6 wins & 8 nominations total;https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '98/100'}];98.0;7.9;86,656;tt0065214;movie;10 Jan 2006;$638,641;;;True;1969;
600;Love and a .45;Thriller;Love and a .45;1994;R;23 Nov 1994;101 min;Crime, Romance, Thriller;C.M. Talkington;C.M. Talkington;Gil Bellows, Renée Zellweger, Rory Cochrane;A small time crook flees to Mexico to evade the authorities, loan sharks, and his murderous ex-partner with only his fiancé and a trusted Colt .45.;English;United States;2 nominations;https://m.media-amazon.com/images/M/MV5BNTM1NzQ3OTEzNV5BMl5BanBnXkFtZTgwMzQ2NjkwMzE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '49/100'}];49.0;6.0;4,702;tt0110395;movie;19 Aug 2008;$35,200;;;True;1994;
602;A Great Day in Harlem;Documentary;A Great Day in Harlem;1994;Not Rated;24 Feb 1995;60 min;Documentary, Music;Jean Bach;Jean Bach, Susan Peehl, Matthew Seig;Dizzy Gillespie, Milt Hinton, Marian McPartland;The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.;English;United States;Nominated for 1 Oscar. 1 win & 2 nominations total;https://m.media-amazon.com/images/M/MV5BZmU2NTNmNzctMTZhZC00YTRlLWJiM2UtMTQxMGEyM2Q4Mzg1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}];;7.4;476;tt0109934;movie;11 Jan 2016;$527,034;;;True;1994;
604;Criminals;Documentary;America's Dumbest Criminals;1996–;TV-14;;;Crime, News, Reality-TV;;;Daniel Butler, Debbie Alan, Beaumont Bacon;A news show featuring stories about comicly stupid criminals.;English;United States;;https://m.media-amazon.com/images/M/MV5BMjE0OTk5Mjk5Nl5BMl5BanBnXkFtZTcwMzQwNzIyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}];;4.9;146;tt0211134;series;;;;;True;1996;4.0
605;One Fine Day;Drama|Romance;One Fine Day;1996;PG;20 Dec 1996;108 min;Comedy, Drama, Romance;Michael Hoffman;Terrel Seltzer, Ellen Simon;Michelle Pfeiffer, George Clooney, Mae Whitman;The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.;English, Spanish;United States;Nominated for 1 Oscar. 4 wins & 6 nominations total;https://m.media-amazon.com/images/M/MV5BZjlkODI1ZDYtOTAwMy00ZTMxLThhMzgtMmE4MzFiNzQyYmRmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}];56.0;6.5;47,182;tt0117247;movie;18 Jan 2000;$46,151,454;;;True;1996;
606;Candyman: Farewell to the Flesh;Horror;Candyman: Farewell to the Flesh;1995;R;17 Mar 1995;95 min;Horror, Thriller;Bill Condon;Rand Ravich, Mark Kruger, Clive Barker;Tony Todd, Kelly Rowan, Caroline Barclay;The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.;English;United States, United Kingdom;;https://m.media-amazon.com/images/M/MV5BZDA2ZWE2YTctN2JiNi00NjdmLThhYWQtN2JjY2M4MTNhM2I5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '41/100'}];41.0;5.2;13,588;tt0112625;movie;28 Aug 2001;$13,940,383;;;True;1995;
607;Century;Drama;Century;1993;R;31 Dec 1993;112 min;Drama, Romance;Stephen Poliakoff;Stephen Poliakoff;Charles Dance, Clive Owen, Miranda Richardson;Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of...;English;United Kingdom;;https://m.media-amazon.com/images/M/MV5BMTM1ODYwNzI1OF5BMl5BanBnXkFtZTcwNjMxODcxMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}];;6.2;404;tt0106537;movie;;$7,271;;;True;1993;
608;Fargo;Crime|Drama|Thriller;Fargo;1996;R;05 Apr 1996;98 min;Crime, Thriller;Joel Coen, Ethan Coen;Ethan Coen, Joel Coen;William H. Macy, Frances McDormand, Steve Buscemi;Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.;English;United States, United Kingdom;Won 2 Oscars. 83 wins & 58 nominations total;https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '86/100'}];86.0;8.1;688,272;tt0116282;movie;01 Aug 2006;$24,611,975;;;True;1996;
609;Homeward Bound II: Lost in San Francisco;Adventure|Children's;Homeward Bound II: Lost in San Francisco;1996;G;08 Mar 1996;88 min;Adventure, Comedy, Family;David R. Ellis;Chris Hauty, Julie Hickson, Sheila Burnford;Michael J. Fox, Sally Field, Ralph Waite;"When adventurous pets Chance, Shadow, and Sassy are accidentally separated from their vacationing humans, they're left to fend for themselves on the mean streets of San Francisco, searching for the ""golden bridge"" that will take t...";English;United States;3 nominations;https://m.media-amazon.com/images/M/MV5BYmU1NzY1YTUtZTM1ZS00NzE0LTg4YzMtYTYxZWM1MzA2MWU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}];;5.9;15,511;tt0116552;movie;01 Jul 2003;$32,772,492;;;True;1996;
610;Heavy Metal;Action|Adventure|Animation|Horror|Sci-Fi;Heavy Metal;1981;R;07 Aug 1981;86 min;Animation, Adventure, Fantasy;Gerald Potterton, John Bruno, John Halas;Daniel Goldberg, Len Blum, Dan O'Bannon;Richard Romanus, John Candy, Joe Flaherty;A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.;English;Canada, United Kingdom, United States;4 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BOTc2NzM1ODgtM2RkYi00M2U4LWE4NzEtMDMzZGUzYmI1ZDUzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '51/100'}];51.0;6.6;36,293;tt0082509;movie;29 Nov 2001;$546,545;;;True;1981;
611;Hellraiser: Bloodline;Action|Horror|Sci-Fi;Hellraiser: Bloodline;1996;R;08 Mar 1996;85 min;Horror, Sci-Fi;Kevin Yagher;Peter Atkins;Bruce Ramsay, Valentina Vargas, Doug Bradley;In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.;English;United States, United Kingdom;1 win & 2 nominations;https://m.media-amazon.com/images/M/MV5BMzM1NjVhNGUtY2FhNy00MTQ4LTkyNDAtZWE2YWZhYWQ2YzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '21/100'}];21.0;5.0;23,058;tt0116514;movie;10 Oct 2000;$9,336,886;;;True;1996;
612;The Pallbearer;Comedy;The Pallbearer;1996;PG-13;03 May 1996;98 min;Comedy, Romance;Matt Reeves;Jason Katims, Matt Reeves;David Schwimmer, Gwyneth Paltrow, Michael Rapaport;A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BMTA1MzJjOGItZWM4MC00ZTljLWI0NjktODFhNzYyNTdlMmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}];;5.0;11,264;tt0117283;movie;03 Aug 1999;$5,656,388;;;True;1996;
613;Jane Eyre;Drama|Romance;Jane Eyre;1996;PG;12 Apr 1996;112 min;Drama, Romance;Franco Zeffirelli;Charlotte Brontë, Hugh Whitemore, Franco Zeffirelli;William Hurt, Charlotte Gainsbourg, Anna Paquin;Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks employment outside of the school. Her adv...;English, French;France, Italy, United Kingdom, United States;1 win;https://m.media-amazon.com/images/M/MV5BMjU4NDU2MjUtMGVjMS00NTBmLWI3N2QtZTk3YzY3YjZhNjY4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}];;6.8;9,860;tt0116684;movie;;$5,200,601;;;True;1996;
614;Loaded;Drama|Thriller;Loaded;1994;R;12 Apr 1996;96 min;Drama, Thriller, Mystery;Anna Campion;Anna Campion;Oliver Milburn, Dearbhla Molloy, Danny Cunningham;Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, frustrated ambition and accusation, intima...;English;New Zealand, United Kingdom;1 win & 1 nomination;https://m.media-amazon.com/images/M/MV5BMTYyNzA2MzY2NF5BMl5BanBnXkFtZTcwNDY5NTUyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}];;4.5;564;tt0110374;movie;13 Aug 2002;$44,231;;;True;1994;
616;The Aristocats;Animation|Children's;The Aristocats;1970;G;24 Dec 1970;78 min;Animation, Adventure, Comedy;Wolfgang Reitherman;Larry Clemmons, Vance Gerry, Ken Anderson;Phil Harris, Eva Gabor, Sterling Holloway;With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.;English;United States;3 wins;https://m.media-amazon.com/images/M/MV5BMTU1MzM0MjcxMF5BMl5BanBnXkFtZTgwODQ0MzcxMTE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '66/100'}];66.0;7.1;107,362;tt0065421;movie;05 Feb 2008;$35,452,658;;;True;1970;
619;Ed;Comedy;Ed;1996;PG;15 Mar 1996;94 min;Comedy, Family, Sport;Bill Couturié;Ken Richards, Janus Cercone, David Mickey Evans;Matt LeBlanc, Jayne Brook, Gene Ross;A trained chimpanzee plays third base for a minor-league baseball team.;English;United States;4 nominations;https://m.media-amazon.com/images/M/MV5BZDZjZmEyOGEtNDliOS00M2EwLWEwN2UtYzdkYzNhZTRlYjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '2.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '25/100'}];25.0;2.7;8,652;tt0116165;movie;26 May 2009;$4,422,380;Universal Pictures;;True;1996;
623;A Modern Affair;Romance;A Modern Affair;1995;R;06 Sep 1996;90 min;Comedy, Drama, Romance;Vern Oakley;Vern Oakley, Paul Zimmerman;Lisa Eichhorn, Caroline Aaron, Robert LuPone;"""A Modern Affair"" is a romantic comedy about the strain of contemporary relationships, one woman's urgent desire for parenthood, and a solution to it all. Grace Rhodes is the perfect corporate executive -- bright, successful, attr...";English;United States;;https://m.media-amazon.com/images/M/MV5BMjE5MDM4NzM2OV5BMl5BanBnXkFtZTcwODU2OTYxMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}];;5.7;189;tt0113839;movie;18 Feb 2016;$14,286;;;True;1995;
624;Condition Red;Action|Drama|Thriller;Condition Red;1995;R;08 Dec 1995;83 min;Action, Drama, Thriller;Mika Kaurismäki;Andre Degas;James Russo, Cynda Williams, Paul Calderon;Prison guard falls in love with inmate. She wants him to let her escape.;English;Finland, Germany, United States;;https://m.media-amazon.com/images/M/MV5BMjA2MzA2Nzk0MV5BMl5BanBnXkFtZTcwODAyMTgyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}];;4.8;365;tt0112712;movie;20 Dec 2018;;;;True;1995;
626;A Thin Line Between Love and Hate;Comedy;A Thin Line Between Love and Hate;1996;R;03 Apr 1996;108 min;Comedy, Crime, Drama;Martin Lawrence;Martin Lawrence, Bentley Kyle Evans, Kenny Buford;Martin Lawrence, Lynn Whitfield, Regina King;A fast paced, womanizing nightclub promoter gets paid back in full when he scorns a beautiful woman with psychotic tendencies who will punish him for breaking her heart.;English;United States;;https://m.media-amazon.com/images/M/MV5BZTAwOWRlYzMtZjM0Yy00NTU3LWFkMzAtOTVlMDQ4NDVkZTUxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}];;5.6;5,116;tt0117891;movie;23 Nov 1999;$34,767,836;;;True;1996;
627;The Last Supper;Drama|Thriller;The Last Supper;1995;R;05 Apr 1996;92 min;Comedy, Crime, Drama;Stacy Title;Dan Rosen;Cameron Diaz, Ron Eldard, Annabeth Gish;A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.;English;United States;1 win & 1 nomination;https://m.media-amazon.com/images/M/MV5BZjY5MjY3MjktM2QyMy00ZTNmLWFkYTctOTVlNjljYzExNjI5XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}];;6.7;15,216;tt0113613;movie;07 Jan 2003;$459,749;;;True;1995;
628;Primal Fear;Drama|Thriller;Primal Fear;1996;R;03 Apr 1996;129 min;Crime, Drama, Mystery;Gregory Hoblit;William Diehl, Steve Shagan, Ann Biderman;Richard Gere, Laura Linney, Edward Norton;An altar boy is accused of murdering a priest, and the truth is buried several layers deep.;English, Spanish;United States;Nominated for 1 Oscar. 10 wins & 12 nominations total;https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '47/100'}];47.0;7.7;227,057;tt0117381;movie;01 May 2007;$56,116,183;;;True;1996;
629;Rude;Drama;Rude;1995;R;12 Apr 1996;89 min;Crime, Drama;Clement Virgo;Clement Virgo;Maurice Dean Wint, Rachael Crawford, Clark Johnson;"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxe...";English;Canada;2 wins & 9 nominations;https://m.media-amazon.com/images/M/MV5BYjE3OWFmYzYtN2Q3OC00OTFhLWI5NTYtNzJjYThiM2ZlMTg3L2ltYWdlXkEyXkFqcGdeQXVyNjg3MjkyOQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}];;6.1;233;tt0114305;movie;;;;;True;1995;
630;Carried Away;Drama|Romance;Carried Away;1996;R;31 May 1996;109 min;Drama, Romance;Bruno Barreto;Jim Harrison, Ed Jones;Dennis Hopper, Amy Irving, Amy Locane;Joseph Svenden is a middle-aged school-teacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, when seventeen-year-old beauty enrolls in...;English;United States;;https://m.media-amazon.com/images/M/MV5BMDE1YWNhN2ItOTc4Mi00NmMzLThlOWQtMTAzYTFjZmE2NmVjXkEyXkFqcGdeQXVyMTI0Nzk5NTQ2._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}];;6.3;1,629;tt0115837;movie;14 Jun 2005;$290,978;;;True;1996;
631;All Dogs Go to Heaven 2;Animation|Children's|Musical;All Dogs Go to Heaven 2;1996;G;29 Mar 1996;82 min;Animation, Adventure, Family;Larry Leker, Paul Sabella;Arne Olsen, Kelly Ward, Mark Young;Charlie Sheen, Sheena Easton, Dom DeLuise;Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.;English;United States;3 nominations;https://m.media-amazon.com/images/M/MV5BMzQ5NzdkOWEtNjg3Yi00NzY1LWE1NzItOWFiOGFiYzRiYmJjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}];;5.5;6,293;tt0115509;movie;06 Mar 2001;$8,620,678;;;True;1996;
633;Denise Calls Up;Comedy;Denise Calls Up;1995;PG-13;29 Mar 1996;80 min;Comedy;Hal Salwen;Hal Salwen;Tim Daly, Caroleen Feeney, Dan Gunther;"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautif...";English;United States;6 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BMDNiODVjOTktZmFlZS00Y2VmLTg5NmItYWUyMjg5ZWQxMmM1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}];;6.7;1,377;tt0112844;movie;;$148,121;;;True;1995;
634;Theodore Rex;Comedy;Theodore Rex;1995;PG;10 Oct 1997;92 min;Action, Comedy, Family;Jonathan R. Betuel;Jonathan R. Betuel;Whoopi Goldberg, Armin Mueller-Stahl, Juliet Landau;In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.;English;United States;2 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BMGE2MDBhODctN2JhMy00NGRjLWFlZjAtNjk5MGUwNTBmMzJlXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '2.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}];;2.3;4,700;tt0114658;movie;08 Jul 2003;;;;True;1995;
635;A Family Thing;Comedy|Drama;A Family Thing;1996;PG-13;29 Mar 1996;109 min;Comedy, Drama;Richard Pearce;Billy Bob Thornton, Tom Epperson;Robert Duvall, James Earl Jones, Michael Beach;When an old woman dies, she leaves a note for her apparent son (Robert Duvall) which tells him that his biological mother died giving birth to him. She begs him to make peace with his half-brother (James Earl Jones) living in Chic...;English;United States;3 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BMjE1MjI1MTkwNl5BMl5BanBnXkFtZTYwNjcwNDU5._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '71/100'}];71.0;7.1;3,877;tt0116275;movie;14 Oct 2014;$10,125,417;;;True;1996;
636;Frisk;Drama;Frisk;1995;Unrated;22 Mar 1996;88 min;Drama, Thriller;Todd Verow;Dennis Cooper, Jim Dwyer, George LaVoo;Michael Gunther, Craig Chester, Michael Stock;A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose lead we follow on this path between what i...;English;United States;;https://m.media-amazon.com/images/M/MV5BMTkxMjQzMzMxN15BMl5BanBnXkFtZTcwODc0OTgyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}];;4.9;705;tt0113122;movie;30 Sep 2003;$87,433;;;True;1995;
637;Sgt. Bilko;Comedy;Sgt. Bilko;1996;PG;29 Mar 1996;93 min;Comedy;Jonathan Lynn;Nat Hiken, Andy Breckman;Steve Martin, Dan Aykroyd, Phil Hartman;Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure.;English;United States;1 win;https://m.media-amazon.com/images/M/MV5BNDI2NzBhMzYtZjk4Zi00M2U0LWJjYTEtNWJlZDY0MDk5OWY1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '47/100'}];47.0;5.8;23,168;tt0117608;movie;11 Mar 2008;$30,356,793;;;True;1996;
639;Girl 6;Comedy;Girl 6;1996;R;22 Mar 1996;108 min;Comedy, Drama;Spike Lee;Suzan-Lori Parks;Theresa Randle, Isaiah Washington, Spike Lee;An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BNjA0MTkzMjEtMzhlZS00NTRkLThiMGYtNWJiZWEwZmQwMGViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '44/100'}];44.0;5.3;6,475;tt0116414;movie;02 Oct 2012;$4,939,939;;;True;1996;
640;Diabolique;Drama|Thriller;Diabolique;1996;R;22 Mar 1996;107 min;Drama, Horror, Mystery;Jeremiah S. Chechik;Pierre Boileau, Thomas Narcejac, Henri-Georges Clouzot;Sharon Stone, Isabelle Adjani, Chazz Palminteri;The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.;English, Spanish;United States;2 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BNmFmOWRkZWEtYWZlNC00MDQyLWFlODAtODdjNzU5MzY5ZGE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}];;5.4;14,807;tt0116095;movie;22 Oct 2018;$17,100,266;;;True;1996;
