movieId;title;genres;Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons
424;Blue Chips;Drama;Blue Chips;1994;PG-13;18 Feb 1994;108 min;Drama, Sport;William Friedkin;Ron Shelton;Nick Nolte, Mary McDonnell, J.T. Walsh;A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BYTkxMDI4NjEtODU0MC00NDlkLWFmYzYtYTEzNmUzYjIzY2RiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '54/100'}];54.0;6.2;14,299;tt0109305;movie;01 Jan 2013;$23,070,663;Paramount Pictures;;True;
425;Blue Sky;Drama|Romance;Blue Sky;1994;PG-13;16 Sep 1994;101 min;Drama, Romance;Tony Richardson;Rama Laurie Stagner, Arlene Sarner, Jerry Leichtling;Jessica Lange, Tommy Lee Jones, Powers Boothe;Jessica Lange stars in a period drama about a family moving to a military base, and she quickly becomes part of a cover-up involving nuclear bomb tests.;English, French;United States;Won 1 Oscar. 4 wins & 5 nominations total;https://m.media-amazon.com/images/M/MV5BNTQ1NTA3MTU5Ml5BMl5BanBnXkFtZTcwMzc3NDcyNA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}];;6.4;7,797;tt0109306;movie;01 Oct 2015;$3,359,465;Orion Pictures;;True;
426;Body Snatchers;Horror|Sci-Fi|Thriller;Body Snatchers;1993;R;18 Feb 1994;87 min;Horror, Sci-Fi;Abel Ferrara;Jack Finney, Raymond Cistheri, Larry Cohen;Gabrielle Anwar, Meg Tilly, Terry Kinney;A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.;English;United States;6 nominations;https://m.media-amazon.com/images/M/MV5BYjE3NzIxMzctNzQ1MS00OGQ0LTg5YjAtM2ViODkyYmEyMjllXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '65/100'}];65.0;6.0;20,087;tt0106452;movie;05 Oct 2004;$428,868;;;True;
427;Boxing Helena;Mystery|Romance|Thriller;Boxing Helena;1993;R;03 Sep 1993;107 min;Drama, Mystery, Romance;Jennifer Lynch;Philippe Caland, Jennifer Lynch;Julian Sands, Sherilyn Fenn, Bill Paxton;A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.;English;United States;1 win & 2 nominations;https://m.media-amazon.com/images/M/MV5BYjdhOWE4MDMtZGM5Zi00Mzc1LTkyNWUtYWQ1ODU4NGEyZDhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '26/100'}];26.0;4.7;12,509;tt0106471;movie;;$1,796,389;;;True;
429;Cabin Boy;Comedy;Cabin Boy;1994;PG-13;07 Jan 1994;80 min;Adventure, Comedy, Romance;Adam Resnick;Chris Elliott, Adam Resnick;Chris Elliott, Ritch Brinkley, James Gammon;A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat and faces the wrath of a crew that considers him bad luck.;English;United States;2 nominations;https://m.media-amazon.com/images/M/MV5BZWI5ZmY5MDMtOWJkYy00YjJlLWI1MDctMjMwZDI3NTY4YmJlXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '21/100'}];21.0;5.3;8,876;tt0109361;movie;03 Sep 2002;$3,662,459;Buena Vista Pictures;;True;
430;Calendar Girl;Drama;Calendar Girl;1993;PG-13;03 Sep 1993;90 min;Comedy, Drama;John Whitesell;Paul W. Shapiro;Jason Priestley, Gabriel Olds, Jerry O'Connell;Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.;English;United States;;https://m.media-amazon.com/images/M/MV5BOWJmYWExN2MtMmI3Ni00ZDIzLThkN2ItYzlhNmUyOGExYzM2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}];;5.1;2,350;tt0106505;movie;07 Aug 2012;$2,570,550;;;True;
431;Carlito's Way;Crime|Drama;Carlito's Way;1993;R;12 Nov 1993;144 min;Crime, Drama, Thriller;Brian De Palma;Edwin Torres, David Koepp;Al Pacino, Sean Penn, Penelope Ann Miller;A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.;English, Spanish;United States;2 wins & 9 nominations;https://m.media-amazon.com/images/M/MV5BYzBhY2E0OWYtYzRmNC00ZGY3LTllODYtNTExM2FmYTFkMGUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}];66.0;7.9;222,107;tt0106519;movie;02 Sep 2003;$36,948,322;Argentina Video Home, Universal Pictures;;True;
432;City Slickers II: The Legend of Curly's Gold;Comedy|Western;City Slickers II: The Legend of Curly's Gold;1994;PG-13;10 Jun 1994;116 min;Comedy, Western;Paul Weiland;Lowell Ganz, Babaloo Mandel, Billy Crystal;Billy Crystal, Jack Palance, Daniel Stern;One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.;English;United States;2 nominations;https://m.media-amazon.com/images/M/MV5BZjQ3NzM2NjctN2JjMy00M2NmLWJmMGItY2UxYjAzYWFhYmI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '43/100'}];43.0;5.6;20,161;tt0109439;movie;04 Sep 2007;$43,622,150;Columbia Pictures, Warner Home Vídeo;;True;
433;Clean Slate;Comedy;Clean Slate;1994;PG-13;06 May 1994;107 min;Comedy, Mystery;Mick Jackson;Robert King;Dana Carvey, Valeria Golino, James Earl Jones;A private eye who suffers total amnesia every twenty-four hours is deeply entangled in a complicated murder and theft case.;English;United States;;https://m.media-amazon.com/images/M/MV5BNmFkYTUzMzctZjczNy00M2VhLWJhOGMtZjllNjQzM2NiZGQ4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}];;5.7;4,024;tt0109443;movie;01 Aug 2006;$7,355,425;Metro-Goldwyn-Mayer Distributing Corp.;;True;
434;Cliffhanger;Action|Adventure|Crime;Cliffhanger;1993;R;28 May 1993;113 min;Action, Adventure, Thriller;Renny Harlin;John Long, Michael France, Sylvester Stallone;Sylvester Stallone, John Lithgow, Michael Rooker;A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.;English;United States, Italy, France, Japan;Nominated for 3 Oscars. 1 win & 12 nominations total;https://m.media-amazon.com/images/M/MV5BYWNlYTI0MDctNDdjNS00MmUzLWE4MzYtZTNjOTNjYWJjZmM5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '60/100'}];60.0;6.5;133,065;tt0106582;movie;13 Jun 2000;$84,049,211;;;True;
435;Coneheads;Comedy|Sci-Fi;Coneheads;1993;PG;23 Jul 1993;88 min;Comedy, Sci-Fi;Steve Barron;Tom Davis, Dan Aykroyd, Bonnie Turner;Dan Aykroyd, Jane Curtin, Robert Knott;Aliens with conical crania crash-land on Earth.;English;United States;2 nominations;https://m.media-amazon.com/images/M/MV5BYTNjNGM5OTktM2Q1Zi00YTFmLWJlYzUtMTMyMzgzNjNlNmQzL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '49/100'}];49.0;5.4;55,612;tt0106598;movie;24 Jul 2007;$21,274,717;;;True;
436;Color of Night;Drama|Thriller;Color of Night;1994;R;19 Aug 1994;121 min;Drama, Mystery, Romance;Richard Rush;Billy Ray, Matthew Chapman;Bruce Willis, Jane March, Rubén Blades;A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that he begins having intense sexual encounters with.;English;United States;2 wins & 11 nominations;https://m.media-amazon.com/images/M/MV5BMzU2MGJmMWUtZDU3Zi00NDE1LTliMWQtN2E2ZDVmOTBkZjNmXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '36/100'}];36.0;5.2;24,745;tt0109456;movie;24 Aug 1999;$19,726,050;;;True;
437;Cops and Robbersons;Comedy;Cops and Robbersons;1994;PG;15 Apr 1994;93 min;Comedy, Crime, Thriller;Michael Ritchie;Bernie Somers;Chevy Chase, Jack Palance, Dianne Wiest;"A counterfeiter with a habit of ""eliminating"" the competition moves in next door to the Robbersons. Two cops move in with the Robbersons for a stakeout.";English;United States;;https://m.media-amazon.com/images/M/MV5BMjcxM2VkZDEtYmExZi00ODRhLWI3NGItNjZiM2IxOGQxODM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}];;5.2;7,110;tt0109480;movie;12 Jun 2001;$11,391,093;;;True;
439;Dangerous Game;Drama;Dangerous Game;1993;R;19 Nov 1993;108 min;Drama;Abel Ferrara;Nicholas St. John;Harvey Keitel, Madonna, James Russo;A New York City film director working on his latest movie in Los Angeles begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.;English;Italy, United States;1 win & 1 nomination;https://m.media-amazon.com/images/M/MV5BNzg1ZjgxNDAtNmVmZC00ODM2LWEyY2EtMzk2ODU2MThhMDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}];;5.6;3,988;tt0106660;movie;01 Aug 2006;$23,671;Metro-Goldwyn-Mayer;;True;
440;Dave;Comedy|Romance;Dave;1993;PG-13;07 May 1993;110 min;Comedy, Romance;Ivan Reitman;Gary Ross;Kevin Kline, Sigourney Weaver, Frank Langella;An uncanny Presidential lookalike named Dave is recruited by the Secret Service to become a momentary stand-in for the President of the United States.;English, Spanish;United States;Nominated for 1 Oscar. 2 wins & 6 nominations total;https://m.media-amazon.com/images/M/MV5BOGVlM2I0NDUtYjQ4ZC00NTJjLTkzZGUtZGM5NGZjZDQwOWZkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '76/100'}];76.0;6.9;54,799;tt0106673;movie;02 Jan 2007;$63,270,710;;;True;
441;Dazed and Confused;Comedy;Dazed and Confused;1993;R;24 Sep 1993;103 min;Comedy;Richard Linklater;Richard Linklater;Jason London, Wiley Wiggins, Matthew McConaughey;The adventures of high school and junior high students on the last day of school in May 1976.;English;United States;1 win & 4 nominations;https://m.media-amazon.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}];78.0;7.6;187,816;tt0106677;movie;30 Jun 1998;$7,993,039;;;True;
442;Demolition Man;Action|Sci-Fi;Demolition Man;1993;R;08 Oct 1993;115 min;Action, Sci-Fi, Thriller;Marco Brambilla;Peter M. Lenkov, Robert Reneau, Daniel Waters;Sylvester Stallone, Wesley Snipes, Sandra Bullock;A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.;English;United States;1 win & 7 nominations;https://m.media-amazon.com/images/M/MV5BMDBmNDhjOTYtZWVlMC00YzUwLWIyZjEtYzFjMWM5OTdiZDJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '34/100'}];34.0;6.7;181,398;tt0106697;movie;15 Aug 2000;$58,055,768;;;True;
444;Even Cowgirls Get the Blues;Comedy|Romance;Even Cowgirls Get the Blues;1993;R;20 May 1994;106 min;Comedy, Drama, Romance;Gus Van Sant;Tom Robbins, Gus Van Sant;Uma Thurman, Lorraine Bracco, Pat Morita;"Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the Countess"" (Sir John Hurt), sends her to his ra...";English, German;United States;4 nominations;https://m.media-amazon.com/images/M/MV5BZjE4NTZhNTctN2FhZi00YTIzLWI2MzItYzcxNTBiMWIyMzc5XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '28/100'}];28.0;4.3;7,595;tt0106834;movie;24 Mar 2015;$1,708,873;Fine Line Features, Laurenfilm S.A., New Line Home Video [us];;True;
445;Fatal Instinct;Comedy;Fatal Instinct;1993;PG-13;29 Oct 1993;91 min;Comedy, Crime, Thriller;Carl Reiner;David O'Malley;Armand Assante, Sherilyn Fenn, Kate Nelligan;A spoof on thrillers from before 1993 such as Fatal Attraction (1987), Basic Instinct (1992), Chinatown (1974) , Cape Fear (1991) etc. A cop/lawyer cheats on his wife and she on him and plans to kill him for the insurance.;English, Yiddish;United States;;https://m.media-amazon.com/images/M/MV5BMTNlYzhmNmUtYjdiMC00NGQ4LWFkYTItZGNiNmQ4YmEwZDc5XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '33/100'}];33.0;5.7;7,743;tt0106873;movie;22 Sep 2015;$7,839,327;Metro-Goldwyn-Mayer;;True;
446;Farewell My Concubine;Drama|Romance;Farewell My Concubine;1993;R;15 Oct 1993;171 min;Drama, Music, Romance;Kaige Chen;Pik-Wah Lee, Wei Lu;Leslie Cheung, Fengyi Zhang, Gong Li;Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.;Mandarin;China, Hong Kong;Nominated for 2 Oscars. 24 wins & 12 nominations total;https://m.media-amazon.com/images/M/MV5BYmFhZmM3Y2MtNDA1Ny00NjkzLWJkM2EtYWU1ZjEwYmNjZDQ0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '83/100'}];83.0;8.1;30,394;tt0106332;movie;14 Jul 2007;$5,216,888;;;True;
447;Favor, The;Comedy|Romance;Without Fear or Favor: The Best in Broadcast Journalism;2004;;14 Jan 2004;;Documentary, History, News;David Grubin;David Grubin;Lorenzo Albacete, Osama bin Laden, Tom Brokaw;;English;United States;;;[];;;;tt0406352;movie;;;;;True;
448;Fearless;Drama;Fearless;2006;PG-13;22 Sep 2006;104 min;Action, Biography, Drama;Ronny Yu;Chris Chow, Richard Epcar, Chi-long To;Jet Li, Li Sun, Yong Dong;A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.;Mandarin, Japanese, English;China, Hong Kong, United States;6 wins & 13 nominations;https://m.media-amazon.com/images/M/MV5BZjkzZDViNTYtN2ZjMy00NzY4LTgwMjktNGY5YjUxYmY1NzBiXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '70/100'}];70.0;7.6;76,908;tt0446059;movie;19 Dec 2006;$24,633,730;;;True;
449;Fear of a Black Hat;Comedy;Fear of a Black Hat;1993;R;03 Jun 1994;88 min;Comedy, Music;Rusty Cundieff;Rusty Cundieff;Larry B. Scott, Mark Christopher Lawrence, Rusty Cundieff;A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.;English;United States, United Kingdom;1 nomination;https://m.media-amazon.com/images/M/MV5BM2I0MmRiMmUtNThjZS00NGFiLWFmMjItYjRjNTRjN2FmZDVlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;7.2;4,345;tt0106880;movie;02 Jun 2009;$233,824;Columbia TriStar Home Video, Avatar Films;;True;
450;With Honors;Comedy|Drama;With Honors;1994;PG-13;29 Apr 1994;101 min;Comedy, Drama;Alek Keshishian;William Mastrosimone;Joe Pesci, Brendan Fraser, Moira Kelly;Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage.;English;United States;4 nominations;https://m.media-amazon.com/images/M/MV5BMmY3NjE0N2EtZWJiMS00ZTM4LWFkOTMtZTJmMTIyZjc2YmU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}];;6.7;14,991;tt0111732;movie;19 Sep 2006;$20,016,254;;;True;
451;Flesh and Bone;Drama|Mystery|Romance;Flesh and Bone;2015;TV-MA;02 Nov 2015;1 min;Drama;;Moira Walley-Beckett;Sarah Hay, Ben Daniels, Emily Tyra;A talented but emotionally troubled dancer runs away to New York City and quickly finds herself immersed in the cutthroat world of professional ballet.;English, Russian, French, Spanish;United States;4 wins & 7 nominations;https://m.media-amazon.com/images/M/MV5BMjIyODYxOTY1MV5BMl5BanBnXkFtZTgwNDgyMDUyNTE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}];;7.8;10,946;tt3507484;series;;;;;True;1.0
452;Widows' Peak;Drama;Widows' Peak;1994;PG;13 May 1994;101 min;Comedy, Crime, Mystery;John Irvin;Hugh Leonard;Joan Plowright, Mia Farrow, Natasha Richardson;In 1934, an English widow moves to Widows' Peak, Ireland. She befriends other widows and the son of one. Hostility escalates between her and an Irish spinster.;Irish Gaelic, English;United Kingdom, Ireland;2 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BOWZhODdjYmEtZGRkMC00OWJhLTk5NGYtMDEwYmY5ZDQ0NWJkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}];;6.7;1,792;tt0111712;movie;19 Apr 2005;$6,243,722;;;True;
453;For Love or Money;Comedy;For Love or Money;1993;PG;01 Oct 1993;96 min;Comedy, Drama, Romance;Barry Sonnenfeld;Mark Rosenthal, Lawrence Konner;Michael J. Fox, Gabrielle Anwar, Anthony Higgins;Doug's a concierge at a luxury hotel on Manhattan. He saves all his tips towards his plan for a hotel. A potential investor seduces the girl, Doug loves, with false promises of leaving his wife. Doug's dilemma: hotel project or girl?;English;United States;;https://m.media-amazon.com/images/M/MV5BZTZhOTQ1MjItNjFlZi00NTA0LTlhMDMtMzMyNmQyYWFhZjAzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '42/100'}];42.0;6.2;14,729;tt0106941;movie;12 Apr 2005;$11,146,270;;;True;
455;Free Willy;Adventure|Children's|Drama;Free Willy;1993;PG;16 Jul 1993;112 min;Adventure, Drama, Family;Simon Wincer;Keith Walker, Corey Blechman;Jason James Richter, Lori Petty, Michael Madsen;When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.;English;United States, Mexico;7 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BMjZmZjM1NWEtYTllYy00NmIyLWEzN2EtZmQ5Yjk1ODAyZmE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '79/100'}];79.0;6.0;78,455;tt0106965;movie;28 Jan 2003;$77,709,806;Warner Bros.;;True;
456;Fresh;Drama;Fresh;2022;R;04 Mar 2022;114 min;Horror, Thriller;Mimi Cave;Lauryn Kahn;Daisy Edgar-Jones, Sebastian Stan, Jojo T. Gibbs;FRESH follows Noa (Daisy Edgar-Jones), who meets the alluring Steve (Sebastian Stan) at a grocery store and - given her frustration with dating apps - takes a chance and gives him her number.;English;United States;2 wins & 15 nominations;https://m.media-amazon.com/images/M/MV5BZTgxMGQ2ZDctYWY4Yy00YTI4LWIxMmYtOWViMGI5ZDIwMmFiXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '67/100'}];67.0;6.7;60,552;tt13403046;movie;04 Mar 2022;;;;True;
457;Fugitive, The;Action|Thriller;Fugitive: The Curious Case of Carlos Ghosn;2022;;26 Oct 2022;95 min;Documentary;Lucy Blakstad;Lucy Blakstad, Cameron Mitchell;Carlos Ghosn, Louis Schweitzer, Clément Lacombe;It chronicles the rise of Carlos Ghosn as well as the internal rivalries and tensions he sparked within Nissan-Renault and his dramatic arrest.;English;United States;;https://m.media-amazon.com/images/M/MV5BNDQ1ODE4ZjgtNDRjMC00ZjM3LTgwZmUtMzlhODU4NDQ0NDBlXkEyXkFqcGdeQXVyMTUzOTczNzYx._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}];;6.5;1,072;tt19113302;movie;;;;;True;
458;Geronimo: An American Legend;Drama|Western;Geronimo: An American Legend;1993;PG-13;10 Dec 1993;115 min;Drama, History, Western;Walter Hill;John Milius, Larry Gross;Jason Patric, Gene Hackman, Robert Duvall;The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.;English, Apache languages;United States;Nominated for 1 Oscar. 1 win & 2 nominations total;https://m.media-amazon.com/images/M/MV5BNDRhZTYyYTEtMjA4My00MmI1LThkNTMtMjBkYmQ3ZDgwM2I1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '58/100'}];58.0;6.5;12,396;tt0107004;movie;01 Jun 2004;$18,635,620;Columbia Pictures;;True;
459;Getaway, The;Action;Getaway: The Appalachian Trail Documentary;2017;;03 Jul 2017;75 min;Documentary;Robert Christley, Randall Haltom;;Ron Brown, Robert Christley, Eric;Two men Robert and Randall set out to section hike The Appalachian Trail. With three months preparation will they be successful?;English;United States;;https://m.media-amazon.com/images/M/MV5BOTYwZGJjYjQtNWVhMi00NmIzLWFmZjUtMzA5NGZiYmJmNDljXkEyXkFqcGdeQXVyODg4ODI5NzI@._V1_SX300.jpg;[];;;;tt8514816;movie;;;;;True;
460;Getting Even with Dad;Comedy;Getting Even with Dad;1994;PG;17 Jun 1994;109 min;Comedy, Crime, Family;Howard Deutch;Tom S. Parker, Jim Jennewein;Macaulay Culkin, Ted Danson, Glenne Headly;A thief's son cons his father into spending more time with him.;English;United States;2 nominations;https://m.media-amazon.com/images/M/MV5BM2QzZjAxNjUtYTRlNC00ZWZjLTg4NTctMzM0MmI4YmIyOWExXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '31/100'}];31.0;4.8;8,292;tt0109891;movie;06 Mar 2001;$18,869,594;;;True;
461;Go Fish;Drama|Romance;Go Fish;1994;R;08 Jul 1994;83 min;Comedy, Drama, Romance;Rose Troche;Guinevere Turner, Rose Troche;V.S. Brodie, Guinevere Turner, T. Wendy McMillan;A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago's lesbian community.;English;United States;4 wins & 4 nominations;https://m.media-amazon.com/images/M/MV5BZjYyZTAyMjctOWNjMy00OGYyLWIwNTEtOTYwYzQ1N2Q0OGZmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}];;5.7;2,253;tt0109913;movie;24 Jul 2001;$2,405,285;;;True;
463;Guilty as Sin;Crime|Drama|Thriller;Guilty as Sin;1993;R;04 Jun 1993;107 min;Crime, Drama, Thriller;Sidney Lumet;Larry Cohen;Rebecca De Mornay, Don Johnson, Stephen Lang;A female lawyer takes an accused wife-murderer as a client, but finds herself morally compelled to betray him one way or another.;English;United States;1 win;https://m.media-amazon.com/images/M/MV5BM2EwMWVmODYtYjJmOC00ZDdiLWJmYzgtOGVhMzA2Mjc4ZjAwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}];;5.6;5,606;tt0107057;movie;01 Jul 2003;$22,866,222;;;True;
